chr,acc,locus_tag,old_locus_tag,length_nt,start,end,strand,type,annotation
NC_015943.1,WP_014030854.1,HAH_RS16590,HAH_4316,705,304196,304900,-,protein_coding,ABC transporter ATP-binding protein
NC_015944.1,WP_044952836.1,HAH_RS18645,HAH_5276,741,304656,305396,+,protein_coding,ThuA domain-containing protein
NC_015943.1,WP_014030855.1,HAH_RS16595,HAH_4317,828,304897,305724,-,protein_coding,ABC transporter ATP-binding protein
NC_015948.1,WP_014039318.1,HAH_RS01530,HAH_0319,1287,305185,306471,+,protein_coding,O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase
NC_015944.1,WP_014031259.1,HAH_RS18650,HAH_5277,570,305487,306056,-,protein_coding,hypothetical protein
NC_015943.1,WP_014030856.1,HAH_RS16600,HAH_4318,1308,305717,307024,-,protein_coding,branched-chain amino acid ABC transporter permease
NC_015944.1,WP_044952838.1,HAH_RS18655,HAH_5278,579,306276,306854,-,protein_coding,FAD-dependent oxidoreductase
NC_015948.1,WP_014039319.1,HAH_RS01535,HAH_0320,1209,306468,307676,+,protein_coding,homoserine O-acetyltransferase
NC_015944.1,WP_014031261.1,HAH_RS18660,HAH_5279,1041,306968,308008,+,protein_coding,zinc-dependent alcohol dehydrogenase family protein
NC_015943.1,WP_014030857.1,HAH_RS16605,HAH_4319,1098,307021,308118,-,protein_coding,branched-chain amino acid ABC transporter permease
NC_015948.1,WP_008311270.1,HAH_RS01540,HAH_0321,303,307793,308095,+,protein_coding,hypothetical protein
NC_015948.1,WP_014039320.1,HAH_RS01545,HAH_0322,558,308122,308679,-,protein_coding,hypothetical protein
NC_015943.1,WP_014030858.1,HAH_RS16610,HAH_4320,1119,308451,309569,-,protein_coding,pyridoxal phosphate-dependent aminotransferase
NC_015944.1,WP_014031262.1,HAH_RS18665,HAH_5280,1212,308487,309698,-,protein_coding,ABC transporter substrate-binding protein
NC_015948.1,WP_044951620.1,HAH_RS01550,HAH_0323,885,308769,309653,+,protein_coding,ketopantoate reductase family protein
NC_015943.1,WP_044952668.1,HAH_RS16615,HAH_4321,1206,309756,310961,-,protein_coding,ABC transporter substrate-binding protein
NC_015948.1,WP_044951623.1,HAH_RS01555,HAH_0324,1176,309796,310971,+,protein_coding,galactonate dehydratase
NC_015944.1,WP_014031263.1,HAH_RS18670,HAH_5281,933,309874,310806,-,protein_coding,ABC transporter ATP-binding protein
NC_015944.1,WP_014031264.1,HAH_RS18675,HAH_5282,1116,310806,311921,-,protein_coding,iron ABC transporter permease
NC_015948.1,WP_014039323.1,HAH_RS01560,HAH_0325,660,311096,311755,+,protein_coding,DUF502 domain-containing protein
NC_015948.1,WP_014039324.1,HAH_RS01565,HAH_0326,933,311776,312708,-,protein_coding,branched-chain amino acid transaminase
NC_015944.1,WP_023843014.1,HAH_RS18680,HAH_5283,981,311921,312901,-,protein_coding,"NAD(P)/FAD-dependent oxidoreductase"
NC_015943.1,WP_014030860.1,HAH_RS16620,HAH_4322,1704,312151,313854,+,protein_coding,thiamine pyrophosphate-binding protein
NC_015948.1,WP_008311264.1,HAH_RS01570,HAH_0327,231,312923,313153,+,protein_coding,hypothetical protein
NC_015944.1,WP_044952840.1,HAH_RS18685,HAH_5284,1461,313169,314629,-,protein_coding,carotenoid oxygenase family protein
NC_015948.1,WP_014039325.1,HAH_RS01575,HAH_0328,675,313290,313964,-,protein_coding,"3,4-dihydroxy-2-butanone-4-phosphate synthase"
NC_015943.1,WP_044952671.1,HAH_RS16625,HAH_4323,963,313916,314878,+,protein_coding,"NAD(P)-dependent oxidoreductase"
NC_015948.1,WP_008311261.1,HAH_RS01580,HAH_0329,699,313951,314649,-,protein_coding,DUF120 domain-containing protein
NC_015944.1,WP_014031267.1,HAH_RS18690,HAH_5285,990,314763,315752,-,protein_coding,DMT family transporter
NC_015948.1,WP_023843095.1,HAH_RS01585,HAH_0330,405,314915,315319,-,protein_coding,hypothetical protein
NC_015943.1,WP_014030862.1,HAH_RS16630,HAH_4324,1269,314993,316261,+,protein_coding,M24 family metallopeptidase
NC_015948.1,WP_044951627.1,HAH_RS01590,HAH_0331,981,315634,316614,-,protein_coding,4-demethylwyosine synthase TYW1
NC_015944.1,WP_005532887.1,HAH_RS18695,HAH_5286,270,316029,316298,-,protein_coding,hypothetical protein
NC_015943.1,WP_014030863.1,HAH_RS16635,HAH_4325,1005,316348,317352,+,protein_coding,LLM class flavin-dependent oxidoreductase
NC_015944.1,WP_014031268.1,HAH_RS18700,HAH_5287,618,316424,317041,-,protein_coding,class I SAM-dependent methyltransferase
NC_015948.1,WP_004964745.1,HAH_RS19820,HAH_0332,138,316697,316834,-,protein_coding,hypothetical protein
NC_015948.1,WP_014039328.1,HAH_RS01595,HAH_0333,168,316979,317146,+,protein_coding,zinc ribbon domain-containing protein
NC_015948.1,WP_014039329.1,HAH_RS01600,HAH_0334,573,317172,317744,-,protein_coding,peroxidase-related enzyme
NC_015944.1,WP_023843015.1,HAH_RS18705,HAH_5288,279,317176,317454,-,protein_coding,SHOCT domain-containing protein
NC_015943.1,WP_014030864.1,HAH_RS16640,HAH_4326,384,317518,317901,+,protein_coding,PaaI family thioesterase
NC_015944.1,WP_014031270.1,HAH_RS18710,HAH_5289,435,317609,318043,-,protein_coding,pyridoxamine 5'-phosphate oxidase family protein
NC_015948.1,WP_014039330.1,HAH_RS01605,HAH_0335,474,317893,318366,+,protein_coding,hypothetical protein
NC_015943.1,WP_014030865.1,HAH_RS16645,HAH_4327,2001,317973,319973,+,protein_coding,AMP-binding protein
NC_015944.1,WP_014031271.1,HAH_RS18715,HAH_5290,1836,318146,319981,+,protein_coding,bacteriohemerythrin
NC_015948.1,WP_014039331.1,HAH_RS01610,HAH_0336,525,318395,318919,-,protein_coding,ArsR family transcriptional regulator
NC_015948.1,WP_014039332.1,HAH_RS01615,HAH_0337,375,319065,319439,+,protein_coding,NifU family protein
NC_015948.1,WP_014039333.1,HAH_RS01620,HAH_0338,546,319562,320107,+,protein_coding,"CDP-2,3-bis-(O-geranylgeranyl)-sn-glycerol synthase"
NC_015944.1,WP_014031272.1,HAH_RS18720,HAH_5291,231,320050,320280,-,protein_coding,hypothetical protein
NC_015943.1,WP_014030866.1,HAH_RS16650,HAH_4328,672,320087,320758,-,protein_coding,"NADPH-dependent F420 reductase"
NC_015948.1,WP_044951630.1,HAH_RS01625,HAH_0339,273,320172,320444,+,protein_coding,hypothetical protein
NC_015944.1,WP_014031273.1,HAH_RS18725,HAH_5292,771,320373,321143,+,protein_coding,hypothetical protein
NC_015948.1,WP_014039335.1,HAH_RS01630,HAH_0340,1170,320501,321670,+,protein_coding,hydroxymethylbilane synthase
NC_015943.1,WP_014030867.1,HAH_RS16655,HAH_4329,1362,320893,322254,-,protein_coding,"NAD-dependent succinate-semialdehyde dehydrogenase"
NC_015944.1,WP_014031274.1,HAH_RS18730,HAH_5293,849,321358,322206,-,protein_coding,hypothetical protein
NC_015948.1,WP_014039336.1,HAH_RS01635,HAH_0341,762,321667,322428,+,protein_coding,uroporphyrinogen-III C-methyltransferase
NC_015944.1,WP_014031275.1,HAH_RS18735,HAH_5294,927,322294,323220,-,protein_coding,hypothetical protein
NC_015943.1,WP_023842934.1,HAH_RS16660,HAH_4330,720,322359,323078,+,protein_coding,EthD family reductase
NC_015948.1,WP_014039337.1,HAH_RS01640,HAH_0342,789,322428,323216,+,protein_coding,uroporphyrinogen-III synthase
NC_015943.1,WP_014030869.1,HAH_RS16665,HAH_4331,585,323080,323664,+,protein_coding,HD domain-containing protein
NC_015948.1,WP_014039338.1,HAH_RS01645,HAH_0343,726,323253,323978,-,protein_coding,PspA/IM30 family protein
NC_015944.1,WP_014031276.1,HAH_RS18740,HAH_5295,1299,323515,324813,-,protein_coding,amidohydrolase family protein
NC_015943.1,WP_014030870.1,HAH_RS16670,HAH_4332,1059,323954,325012,-,protein_coding,glucose 1-dehydrogenase
NC_015948.1,WP_023843099.1,HAH_RS01650,HAH_0344,255,324195,324449,+,protein_coding,hypothetical protein
NC_015948.1,WP_014039340.1,HAH_RS01655,HAH_0345,546,324454,324999,+,protein_coding,hypothetical protein
NC_015944.1,WP_014031277.1,HAH_RS18745,HAH_5296,1344,324957,326300,+,protein_coding,amidohydrolase family protein
NC_015948.1,WP_014039341.1,HAH_RS01660,HAH_0346,1464,325075,326538,+,protein_coding,DHH family phosphoesterase
NC_015943.1,WP_014030871.1,HAH_RS16675,HAH_4333,747,325468,326214,-,protein_coding,IclR family transcriptional regulator
NC_015943.1,WP_014030872.1,HAH_RS16680,HAH_4334,1149,326267,327415,-,protein_coding,galactonate dehydratase
NC_015944.1,WP_023843016.1,HAH_RS18750,HAH_5297,1260,326461,327720,+,protein_coding,threonine synthase
NC_015948.1,WP_014039342.1,HAH_RS01665,HAH_0347,234,326634,326867,+,protein_coding,hypothetical protein
NC_015948.1,WP_014039343.1,HAH_RS01670,HAH_0348,318,326991,327308,+,protein_coding,DUF5783 family protein
NC_015948.1,WP_014039344.1,HAH_RS01675,HAH_0349,1077,327387,328463,-,protein_coding,hypothetical protein
NC_015943.1,WP_014030873.1,HAH_RS16685,HAH_4335,1008,327653,328660,-,protein_coding,SIS domain-containing protein
NC_015944.1,WP_014031279.1,HAH_RS18755,HAH_5298,1035,327769,328803,-,protein_coding,LLM class flavin-dependent oxidoreductase
NC_015948.1,WP_014039345.1,HAH_RS01680,HAH_0350,927,328465,329391,-,protein_coding,S49 family peptidase
NC_015944.1,WP_014031280.1,HAH_RS18760,HAH_5299,993,328904,329896,-,protein_coding,ABC transporter permease
NC_015943.1,WP_014030874.1,HAH_RS16690,HAH_4336,1368,328906,330273,+,protein_coding,extracellular solute-binding protein
NC_015948.1,WP_014039346.1,HAH_RS01685,HAH_0351,2010,329515,331524,+,protein_coding,heme-binding protein
NC_015944.1,WP_014031281.1,HAH_RS18765,HAH_5300,1101,329896,330996,-,protein_coding,ABC transporter permease
NC_015943.1,WP_014030875.1,HAH_RS16695,HAH_4337,981,330486,331466,+,protein_coding,sugar ABC transporter permease
NC_015944.1,WP_014031282.1,HAH_RS18770,HAH_5301,1665,330996,332660,-,protein_coding,ABC transporter ATP-binding protein
NC_015943.1,WP_014030876.1,HAH_RS16700,HAH_4338,918,331468,332385,+,protein_coding,carbohydrate ABC transporter permease
NC_015948.1,WP_014039347.1,HAH_RS01690,HAH_0352,762,331544,332305,-,protein_coding,methyltransferase domain-containing protein
NC_015948.1,WP_014039348.1,HAH_RS01695,HAH_0353,429,332363,332791,-,protein_coding,iron-sulfur cluster assembly scaffold protein
NC_015943.1,WP_144443776.1,HAH_RS16705,HAH_4339,1548,332485,334032,+,protein_coding,beta-N-acetylhexosaminidase
NC_015948.1,WP_023843100.1,HAH_RS01700,HAH_0354,477,332951,333427,+,protein_coding,dual specificity protein phosphatase family protein
NC_015944.1,WP_014031283.1,HAH_RS18775,HAH_5302,1152,332968,334119,+,protein_coding,BMP family ABC transporter substrate-binding protein
NC_015948.1,WP_014039350.1,HAH_RS01705,HAH_0355,540,333452,333991,-,protein_coding,cupin domain-containing protein
NC_015943.1,WP_014030878.1,HAH_RS16710,HAH_4340,705,334072,334776,-,protein_coding,PIG-L family deacetylase
NC_015948.1,WP_014039351.1,HAH_RS01710,HAH_0356,1248,334102,335349,-,protein_coding,cysteine desulfurase
NC_015944.1,WP_014031284.1,HAH_RS18780,HAH_5303,1128,334315,335442,+,protein_coding,BMP family ABC transporter substrate-binding protein
NC_015943.1,WP_014030879.1,HAH_RS16715,HAH_4341,1218,334821,336038,-,protein_coding,aminotransferase class V-fold PLP-dependent enzyme
NC_015944.1,WP_044952846.1,HAH_RS18785,HAH_5304,1716,335538,337253,-,protein_coding,D-aminoacylase
NC_015948.1,WP_023843101.1,HAH_RS01715,HAH_0357,1380,335566,336945,-,protein_coding,nucleotide sugar dehydrogenase
NC_015943.1,WP_014030880.1,HAH_RS16720,HAH_4342,1131,336170,337300,+,protein_coding,sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC
NC_015948.1,WP_014039353.1,HAH_RS01720,HAH_0358,993,336929,337921,-,protein_coding,Gfo/Idh/MocA family oxidoreductase
NC_015944.1,WP_014031286.1,HAH_RS18790,HAH_5305,1233,337403,338635,+,protein_coding,Zn-dependent hydrolase
NC_015948.1,WP_014039354.1,HAH_RS01725,HAH_0359,1074,337914,338987,-,protein_coding,DegT/DnrJ/EryC1/StrS family aminotransferase
NC_015943.1,WP_014030881.1,HAH_RS16725,HAH_4343,753,338386,339138,+,protein_coding,IclR family transcriptional regulator
NC_015944.1,WP_014031287.1,HAH_RS18795,HAH_5306,555,338869,339423,+,protein_coding,(2Fe-2S)-binding protein
NC_015948.1,WP_014039355.1,HAH_RS01730,HAH_0360,585,338984,339568,-,protein_coding,N-acetyltransferase
NC_015943.1,WP_014030882.1,HAH_RS16730,HAH_4344,723,339413,340135,-,protein_coding,ABC transporter ATP-binding protein
NC_015944.1,WP_014031288.1,HAH_RS18800,HAH_5307,2451,339416,341866,+,protein_coding,molybdopterin-dependent oxidoreductase
NC_015948.1,WP_014039356.1,HAH_RS01735,HAH_0361,1026,339815,340840,-,protein_coding,GNAT family N-acetyltransferase
NC_015943.1,WP_014030883.1,HAH_RS16735,HAH_4345,765,340132,340896,-,protein_coding,ABC transporter ATP-binding protein
NC_015948.1,WP_014039357.1,HAH_RS01740,HAH_0362,1080,340868,341947,-,protein_coding,GNAT family N-acetyltransferase
NC_015943.1,WP_014030884.1,HAH_RS16740,HAH_4346,2025,340889,342913,-,protein_coding,ABC transporter permease
NC_015948.1,WP_023843102.1,HAH_RS01745,HAH_0363,924,341944,342867,-,protein_coding,glycosyltransferase
NC_015944.1,WP_014031289.1,HAH_RS18805,HAH_5308,369,342026,342394,+,protein_coding,hypothetical protein
NC_015944.1,WP_014031290.1,HAH_RS18810,HAH_5309,360,342387,342746,+,protein_coding,hypothetical protein
NC_015944.1,WP_014031291.1,HAH_RS18815,HAH_5310,570,342881,343450,+,protein_coding,(2Fe-2S)-binding protein
NC_015943.1,WP_014030885.1,HAH_RS16745,HAH_4347,1248,342922,344169,-,protein_coding,ABC transporter substrate-binding protein
NC_015948.1,WP_044951633.1,HAH_RS01750,HAH_0364,993,342923,343915,-,protein_coding,glycosyltransferase family 2 protein
NC_015944.1,WP_023843017.1,HAH_RS18820,HAH_5311,2481,343447,345927,+,protein_coding,molybdopterin-dependent oxidoreductase
NC_015948.1,WP_233425842.1,HAH_RS20120,NA,213,344077,344289,-,protein_coding,hypothetical protein
NC_015943.1,WP_014030886.1,HAH_RS16750,HAH_4348,2850,344300,347149,-,protein_coding,penicillin acylase family protein
NC_015948.1,WP_233425843.1,HAH_RS01760,HAH_0366,1725,345062,346786,-,protein_coding,right-handed parallel beta-helix repeat-containing protein
NC_015944.1,WP_014031293.1,HAH_RS18825,HAH_5312,372,346028,346399,+,protein_coding,DsrE family protein
NC_015944.1,WP_014031294.1,HAH_RS18830,HAH_5313,354,346396,346749,+,protein_coding,DsrE family protein
NC_015944.1,WP_023843018.1,HAH_RS18835,HAH_5314,246,346752,346997,+,protein_coding,hypothetical protein
NC_015948.1,WP_014039362.1,HAH_RS01765,HAH_0367,1323,346888,348210,-,protein_coding,twin-arginine translocation signal domain-containing protein
NC_015944.1,WP_014031296.1,HAH_RS18840,HAH_5315,1581,346994,348574,+,protein_coding,EF2563 family selenium-dependent molybdenum hydroxylase system protein
NC_015943.1,WP_014030887.1,HAH_RS16755,HAH_4349,471,347342,347812,+,protein_coding,VOC family protein
NC_015943.1,WP_014030888.1,HAH_RS16760,HAH_4350,327,347873,348199,-,protein_coding,EthD family reductase
NC_015943.1,WP_014030889.1,HAH_RS16765,HAH_4351,771,348312,349082,+,protein_coding,IclR family transcriptional regulator
NC_015948.1,WP_014039363.1,HAH_RS01770,HAH_0368,1209,348424,349632,+,protein_coding,glycosyltransferase family 4 protein
NC_015944.1,WP_014031297.1,HAH_RS18845,HAH_5316,1041,348592,349632,-,protein_coding,"selenide, water dikinase SelD"
NC_015943.1,WP_014030890.1,HAH_RS16770,HAH_4352,813,349188,350000,-,protein_coding,enoyl-CoA hydratase-related protein
NC_015948.1,WP_023843105.1,HAH_RS01775,HAH_0369,1419,349607,351025,-,protein_coding,oligosaccharide flippase family protein
NC_015944.1,WP_014031298.1,HAH_RS18850,HAH_5317,249,349635,349883,-,protein_coding,sulfurtransferase TusA family protein
NC_015944.1,WP_014031299.1,HAH_RS18855,HAH_5318,780,349978,350757,+,protein_coding,putative selenium-dependent hydroxylase accessory protein YqeC
NC_015943.1,WP_014030891.1,HAH_RS16775,HAH_4353,885,349997,350881,-,protein_coding,3-hydroxyacyl-CoA dehydrogenase family protein
NC_015944.1,WP_014031300.1,HAH_RS18860,HAH_5319,618,350804,351421,+,protein_coding,nucleotidyltransferase family protein
NC_015943.1,WP_014030892.1,HAH_RS16780,HAH_4354,1143,350981,352123,+,protein_coding,thiolase family protein
NC_015948.1,WP_014039365.1,HAH_RS01780,HAH_0370,1056,351154,352209,-,protein_coding,DUF354 domain-containing protein
NC_015944.1,WP_014031301.1,HAH_RS18865,HAH_5320,381,351454,351834,+,protein_coding,Rid family detoxifying hydrolase
NC_015944.1,WP_014031302.1,HAH_RS18870,HAH_5321,1335,351854,353188,-,protein_coding,5'-deoxyadenosine deaminase
NC_015943.1,WP_014030893.1,HAH_RS16785,HAH_4355,1437,352133,353569,-,protein_coding,zinc ribbon domain-containing protein
NC_015948.1,WP_233425844.1,HAH_RS01785,HAH_0371,981,352361,353341,-,protein_coding,DUF1616 domain-containing protein
NC_015948.1,WP_228841583.1,HAH_RS01790,HAH_0372,1737,353348,355084,-,protein_coding,hypothetical protein
NC_015943.1,WP_014030894.1,HAH_RS16790,HAH_4356,1173,353566,354738,-,protein_coding,thiolase domain-containing protein
NC_015944.1,WP_014031304.1,HAH_RS18880,HAH_5323,849,353652,354500,-,protein_coding,"NAD(+) synthase"
NC_015943.1,WP_044952595.1,HAH_RS16795,HAH_4357,1290,354870,356159,+,protein_coding,phenylacetate--CoA ligase
NC_015944.1,WP_014031305.1,HAH_RS18885,HAH_5324,825,354909,355733,-,protein_coding,hypothetical protein
NC_015948.1,WP_014039368.1,HAH_RS01795,HAH_0373,447,355631,356077,-,protein_coding,hypothetical protein
NC_015944.1,WP_014031306.1,HAH_RS18890,HAH_5325,1791,355887,357677,-,protein_coding,AAA family ATPase
NC_015948.1,WP_004594041.1,HAH_RS01800,HAH_0374,291,356142,356432,-,protein_coding,DUF424 domain-containing protein
NC_015943.1,WP_014030896.1,HAH_RS16800,HAH_4358,396,356163,356558,-,protein_coding,hydroxyphenylacetyl-CoA thioesterase PaaI
NC_015948.1,WP_014039369.1,HAH_RS01805,HAH_0375,729,356429,357157,-,protein_coding,tetratricopeptide repeat protein
NC_015943.1,WP_008308373.1,HAH_RS16805,HAH_4359,459,356657,357115,+,protein_coding,monoamine oxidase
NC_015948.1,WP_023843107.1,HAH_RS01810,NA,399,357242,357640,+,protein_coding,hypothetical protein
NC_015943.1,WP_014030897.1,HAH_RS16810,HAH_4360,1452,357263,358714,+,protein_coding,aldehyde dehydrogenase family protein
NC_015944.1,WP_023843019.1,HAH_RS18895,HAH_5326,648,357674,358321,-,protein_coding,hypothetical protein
NC_015948.1,WP_014039370.1,HAH_RS01815,HAH_0376,564,357684,358247,+,protein_coding,"RNA 2',3'-cyclic phosphodiesterase"
NC_015948.1,WP_014039371.1,HAH_RS01820,HAH_0377,813,358506,359318,+,protein_coding,ZIP family metal transporter
NC_015943.1,WP_004594293.1,HAH_RS20060,HAH_4361,168,358815,358982,-,protein_coding,hypothetical protein
NC_015944.1,WP_014031308.1,HAH_RS18900,HAH_5327,3165,358863,362027,+,protein_coding,GAF domain-containing protein
NC_015943.1,WP_014030898.1,HAH_RS16815,HAH_4362,435,358979,359413,-,protein_coding,metal-sulfur cluster assembly factor
NC_015948.1,WP_014039372.1,HAH_RS01825,HAH_0378,453,359315,359767,-,protein_coding,hypothetical protein
NC_015943.1,WP_014030899.1,HAH_RS16820,HAH_4363,834,359406,360239,-,protein_coding,phenylacetate-CoA oxygenase subunit PaaC
NC_015948.1,WP_004518346.1,HAH_RS01830,HAH_0379,153,359954,360106,+,protein_coding,50S ribosomal protein L39e
NC_015948.1,WP_004518347.1,HAH_RS01835,HAH_0380,279,360106,360384,+,protein_coding,50S ribosomal protein L31e
NC_015943.1,WP_014030900.1,HAH_RS16825,HAH_4364,528,360239,360766,-,protein_coding,phenylacetic acid degradation B
NC_015948.1,WP_023843109.1,HAH_RS01840,HAH_0381,666,360387,361052,+,protein_coding,translation initiation factor IF-6
NC_015943.1,WP_014030901.1,HAH_RS16830,HAH_4365,942,360772,361713,-,protein_coding,"1,2-phenylacetyl-CoA epoxidase subunit A"
NC_015948.1,WP_023843110.1,HAH_RS19825,NA,165,361077,361241,-,protein_coding,hypothetical protein
NC_015948.1,WP_014039374.1,HAH_RS19830,HAH_0382,138,361338,361475,+,protein_coding,hypothetical protein
NC_015948.1,WP_004594032.1,HAH_RS01845,HAH_0383,174,361598,361771,+,protein_coding,50S ribosomal protein L18a
NC_015948.1,WP_014039375.1,HAH_RS01850,HAH_0384,462,361768,362229,+,protein_coding,prefoldin subunit alpha
NC_015943.1,WP_014030902.1,HAH_RS16835,HAH_4366,657,361820,362476,+,protein_coding,helix-turn-helix domain-containing protein
